claim_id	document	statement	claim_status	evidence_scope	evidence_ids	counterevidence_ids	conditions	artifact_handles	limitations	next_discriminator
RESULT-010	11_historical_result_registry.md	Stage-2 crowded small-object duplication existed at greedy decode and was severity-modulated by temperature	historical_result	Fixed checkpoint 300; broad 12-case mined cohort plus 8-case crowded `v2_bboxfix` cohort.	source_coverage.tsv#progress:1efabdb429732523cce5e7cafdf0177a7b5433874099042966bad673c149ce45;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084;source_coverage.tsv#progress:8cc693c955b721a0aa97d3e9920f559ad99b1c75c6cc32e38a749826d0919cde	-	Historical mechanism result; group `stage2_small_object_duplication_fixed_ckpt300`.	Fixed checkpoint 300; broad 12-case mined cohort plus 8-case crowded `v2_bboxfix` cohort.	`progress/diagnostics/2026-03-26_stage2_small_object_duplication_offline_synthesis.md`; trusted root `output/analysis/ckpt300_crowded_cuda1_v2_bboxfix/`.	Run only a matched follow-up inside comparable group Historical mechanism result; group `stage2_small_object_duplication_fixed_ckpt300`. with raw artifacts and declared denominators.
S2-001	07_stage2_rollout_failure_registry.md	Channel-A iteration appeared to improve geometry stability, but the old `n_softctx_iter` arm was configuration-uncertain	historical_result	Historical `stage2_ab` Channel-A; `progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md`; 100-row rerun and an earlier 1,000-row run.	source_coverage.tsv#progress:68ea19c9df25f03f414a6c217671ceb5ad6159074265550655432ccff84e4de7;source_coverage.tsv#progress:4b3e70e4373e419f1530cc36f6c62cb503d69cd42233718677ac998b6570a41a;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084	-	`stage2_ab_channel_a_decode_rp_sweep`	Historical `stage2_ab` Channel-A; `progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md`; 100-row rerun and an earlier 1,000-row run.	Historical and noisy. The note explicitly says old configs are not current entrypoints; map only through the current runbook before reuse.	Run only a matched follow-up inside comparable group `stage2_ab_channel_a_decode_rp_sweep` with raw artifacts and declared denominators.
S2-002	07_stage2_rollout_failure_registry.md	Repetition penalty can reduce catastrophic exact duplication without proving better model coverage	historical_result	Same Channel-A study; `temperature=0.1`, `top_p=0.9`, `max_new_tokens=2048`, `rp=1.1`, limit 100.	source_coverage.tsv#progress:4b3e70e4373e419f1530cc36f6c62cb503d69cd42233718677ac998b6570a41a;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084;source_coverage.tsv#progress:68ea19c9df25f03f414a6c217671ceb5ad6159074265550655432ccff84e4de7	-	`stage2_ab_channel_a_decode_rp_sweep`	Same Channel-A study; `temperature=0.1`, `top_p=0.9`, `max_new_tokens=2048`, `rp=1.1`, limit 100.	Historical decode-control lesson, not a global default. Preserve exact/near-duplicate definitions and sample limit.	Run only a matched follow-up inside comparable group `stage2_ab_channel_a_decode_rp_sweep` with raw artifacts and declared denominators.
S2-003	07_stage2_rollout_failure_registry.md	The unlikelihood-corrected `ul_res_1024-v2` had higher Oracle-K recoverability but also long-rollout and truncation pressure	historical_result	First-200 COCO slice; `progress/benchmarks/2026-03-11_stage2_oracle_k_first200.md`; K=8, temperatures `0.2,0.5,0.8,1.0`, two seeds.	source_coverage.tsv#progress:b719064e39af1f944ad13e601880a58c94ff283044a09b033cc4f8b62af5dde5;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084;source_coverage.tsv#progress:68ea19c9df25f03f414a6c217671ceb5ad6159074265550655432ccff84e4de7	-	`stage2_oracle_k_first200_ul_fix`	First-200 COCO slice; `progress/benchmarks/2026-03-11_stage2_oracle_k_first200.md`; K=8, temperatures `0.2,0.5,0.8,1.0`, two seeds.	Historical result with a causal confound. Never claim the v2 gain is solely architectural; retain UL bug status and truncation counters.	Run only a matched follow-up inside comparable group `stage2_oracle_k_first200_ul_fix` with raw artifacts and declared denominators.
S2-004	07_stage2_rollout_failure_registry.md	Temperature `0.7` was the best balance in one rollout-temperature refinement, not a universal policy	historical_result	Checkpoint `ul_res_1024-v2-ckpt_300_merged`; first-200 COCO; `progress/benchmarks/2026-03-11_stage2_rollout_temperature_refinement.md`; 2 seeds per temperature.	source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084;source_coverage.tsv#progress:88e9b9c55b39481b10ee3fda7684edce4559314ee0ca73440a5ea4ec1ddd1dfa;source_coverage.tsv#progress:4edf975bda903e39b43ac1f6e3c5c7fcfde02879baac9a465a7cf7f7d95652de	-	`stage2_rollout_temperature_refine_20260311`	Checkpoint `ul_res_1024-v2-ckpt_300_merged`; first-200 COCO; `progress/benchmarks/2026-03-11_stage2_rollout_temperature_refinement.md`; 2 seeds per temperature.	Checkpoint- and protocol-specific. Re-run under current backend/evaluator before treating as a recommendation.	Run only a matched follow-up inside comparable group `stage2_rollout_temperature_refine_20260311` with raw artifacts and declared denominators.
S2-005	07_stage2_rollout_failure_registry.md	Small-object duplication is a prefix-conditioned local attractor, not merely sampling noise or a universal one-object-prefix rule	historical_result	Fixed checkpoint `pseudo_positive-ckpt_300_merged-v1`; `progress/diagnostics/2026-03-26_stage2_small_object_duplication_offline_synthesis.md`; broad harness + crowded deep-dive.	source_coverage.tsv#progress:1efabdb429732523cce5e7cafdf0177a7b5433874099042966bad673c149ce45;source_coverage.tsv#progress:499167d03ed6bce50df7b23edc10baf40a9c005001f545cc5de5162a692ffef4;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084	-	`stage2_small_object_duplication_fixed_ckpt300`	Fixed checkpoint `pseudo_positive-ckpt_300_merged-v1`; `progress/diagnostics/2026-03-26_stage2_small_object_duplication_offline_synthesis.md`; broad harness + crowded deep-dive.	Mechanism hypothesis supported by selected diagnostics, not population validation. Next probe should use the actual duplication-onset prefix.	Run only a matched follow-up inside comparable group `stage2_small_object_duplication_fixed_ckpt300` with raw artifacts and declared denominators.
S2-006	07_stage2_rollout_failure_registry.md	The corrected `v2_bboxfix` crowded run is trustworthy only after the bbox parser fix; the earlier root is superseded	historical_result	`output/analysis/ckpt300_crowded_cuda1_v2_bboxfix/`; companion note `progress/diagnostics/2026-03-26_stage2_small_object_duplication_crowded_deep_dive.md`.	source_coverage.tsv#progress:499167d03ed6bce50df7b23edc10baf40a9c005001f545cc5de5162a692ffef4;source_coverage.tsv#progress:1efabdb429732523cce5e7cafdf0177a7b5433874099042966bad673c149ce45;source_coverage.tsv#progress:d36a0479cfa57ff1fd4422f4da67fcd27ed96eba23a4cfaaf8ac5de680d47084	-	`stage2_small_object_duplication_crowded_v2_bboxfix`	`output/analysis/ckpt300_crowded_cuda1_v2_bboxfix/`; companion note `progress/diagnostics/2026-03-26_stage2_small_object_duplication_crowded_deep_dive.md`.	Artifact-trust lesson. This is a hard prerequisite for any follow-up, not a model-quality result.	Run only a matched follow-up inside comparable group `stage2_small_object_duplication_crowded_v2_bboxfix` with raw artifacts and declared denominators.
S2-007	07_stage2_rollout_failure_registry.md	Exact duplicate, near duplicate, crowded unlabeled object, and unsupported hallucination are distinct failure classes	historical_result	Stage-2 Channel-A notes and dense-enumeration manual review; see `progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md` and `outputs/research/qwen3-vl-dense-enumeration/.../manual-review.md`.	source_coverage.tsv#progress:68ea19c9df25f03f414a6c217671ceb5ad6159074265550655432ccff84e4de7;source_coverage.tsv#progress:4b3e70e4373e419f1530cc36f6c62cb503d69cd42233718677ac998b6570a41a;source_coverage.tsv#output:9390c0012ba1f0ba3b359b3296f118a7386eb7b0adb4b2924683ac9952631330	-	`rollout_failure_taxonomy`	Stage-2 Channel-A notes and dense-enumeration manual review; see `progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md` and `outputs/research/qwen3-vl-dense-enumeration/.../manual-review.md`.	Reusable diagnostic taxonomy. Do not collapse all unmatched predictions into “hallucination.”	Run only a matched follow-up inside comparable group `rollout_failure_taxonomy` with raw artifacts and declared denominators.
TRAIN-001	09_training_and_runtime_lessons.md	Similar teacher-forcing loss curves are treated as evidence of similar detector quality	reusable_lesson	`progress/benchmarks/stage1_training_dynamics_4b_2026-02-26.md`; three 4B Stage-1 runs and 200-row rollout results.	source_coverage.tsv#progress:1c29e9bef049595d40a649228b615941362b306cb977d1443050d0f31fdf1924;source_coverage.tsv#progress:3d8a00d50a1e1a047e17b3ec763ac77d35156e1c86c1c791d90e76d028abdf5f;source_coverage.tsv#progress:3cd2e3bf0aa25eafa7b1a975258410034aeca8d30fb299aad9a176fc93eda1d3	-	Always pair training scalars with a small free decode. Record object count, stop/truncation, parser validity, duplicates, and AP/F1. Teacher forcing and free rollout answer different questions.	`progress/benchmarks/stage1_training_dynamics_4b_2026-02-26.md`; three 4B Stage-1 runs and 200-row rollout results.	`docs/training/METRICS.md` and `docs/eval/WORKFLOW.md`; historical metrics may use older schemas.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-002	09_training_and_runtime_lessons.md	A training objective change is credited for a metric delta while decode policy changed too	reusable_lesson	`progress/benchmarks/2026-05-07_stage1_2b_coord_component_rp110_ablation.md`; hard CE RP1.05 vs RP1.10.	source_coverage.tsv#progress:3d8a00d50a1e1a047e17b3ec763ac77d35156e1c86c1c791d90e76d028abdf5f;source_coverage.tsv#progress:3cd2e3bf0aa25eafa7b1a975258410034aeca8d30fb299aad9a176fc93eda1d3;source_coverage.tsv#progress:1c29e9bef049595d40a649228b615941362b306cb977d1443050d0f31fdf1924	-	Treat decode kwargs as an experimental factor. Pin temperature, top-p, repetition penalty, max tokens, stop/EOS, batch topology, and seed before attributing an objective effect.	`progress/benchmarks/2026-05-07_stage1_2b_coord_component_rp110_ablation.md`; hard CE RP1.05 vs RP1.10.	Current backend/config determines effective kwargs; old config-only knobs are stale unless receipt-backed.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-003	09_training_and_runtime_lessons.md	A nominal 768/1024 data preset is interpreted as a resolution ablation	reusable_lesson	`progress/stage1_coco80_eval_4b_ckpts_768_vs_1024_2026-02-26.md`.	source_coverage.tsv#progress:184ae03c30fb80e72ce36ef2ed7ed93760214dff3a1c694dfb63cd69e6cd47dc;source_coverage.tsv#progress:1700628808d4a60edc210cd670332848b5b9a69ce5473978e4ea5e90eece3094;source_coverage.tsv#progress:3d8a00d50a1e1a047e17b3ec763ac77d35156e1c86c1c791d90e76d028abdf5f	-	Check actual image dimensions and rescale manifests before interpreting a preset. The historical COCO rows used the same 640×640 images, so deltas were mostly stochasticity/batch effects.	`progress/stage1_coco80_eval_4b_ckpts_768_vs_1024_2026-02-26.md`.	Current public-data provenance and data docs; historical preset names are not enough.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-004	09_training_and_runtime_lessons.md	A compact/full or packed run is assumed equivalent to a JSON coordinate-token run	reusable_lesson	`progress/benchmarks/2026-07-03_coord_token_val200_benchmark.md`, especially its cross-surface caveat.	source_coverage.tsv#progress:6da69c51d288777bd3715da594d0ffb752d9f66b4e9688b6f00b39fda72cde44;source_coverage.tsv#output:e8e5292758323cd736a55dc68c5bf567ae7cd66ff313e50da31a663c8f9875e1;source_coverage.tsv#progress:3d8a00d50a1e1a047e17b3ec763ac77d35156e1c86c1c791d90e76d028abdf5f	-	Record template, wrapper, serialization, ordering, packing, coordinate surface, and max length as first-class identity. Compare only within a declared group.	`progress/benchmarks/2026-07-03_coord_token_val200_benchmark.md`, especially its cross-surface caveat.	Current training router and packing docs; revalidate surface support in the target worktree.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-005	09_training_and_runtime_lessons.md	A checkpoint README/model card is treated as a complete training receipt	reusable_lesson	`outputs/stage1_2b/**/checkpoint-*/README.md` and `outputs/probes/coordexp_swift/dora_roundtrip/README.md`.	source_coverage.tsv#output:2ee56921bec7af398d60c9d2e09dc2c6712c930abedda2c6df3e92632a942ffa;source_coverage.tsv#output:ceb01eec05fd9ba111bf5ee84118ac78142de76040d8b3261ce1c98b23a2e85c;source_coverage.tsv#output:ec1c32dd7391e7cc05c88268e43414944d3ce1a72fc4b46f6cbf7362286e11f5	-	Generic model cards often contain only base model, PEFT metadata, and placeholders. Require resolved config, runtime receipt, data hash, checkpoint identity, and artifact root before making a training claim.	`outputs/stage1_2b/**/checkpoint-*/README.md` and `outputs/probes/coordexp_swift/dora_roundtrip/README.md`.	Current training artifact contract; model-card READMEs remain receipt-only.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-006	09_training_and_runtime_lessons.md	A parser or helper correction is applied after the fact and old derived metrics remain pooled	reusable_lesson	`progress/diagnostics/2026-03-26_stage2_small_object_duplication_offline_synthesis.md`; `v2_bboxfix`.	source_coverage.tsv#progress:1efabdb429732523cce5e7cafdf0177a7b5433874099042966bad673c149ce45;source_coverage.tsv#progress:8cc693c955b721a0aa97d3e9920f559ad99b1c75c6cc32e38a749826d0919cde;source_coverage.tsv#progress:4b3e70e4373e419f1530cc36f6c62cb503d69cd42233718677ac998b6570a41a	-	A diagnostics fix creates a new trust boundary. Freeze the corrected subset, record the code/version/hash, supersede earlier derived rows, and rerun any cross-run comparison.	`progress/diagnostics/2026-03-26_stage2_small_object_duplication_offline_synthesis.md`; `v2_bboxfix`.	Current artifact/analysis owner; historical corrected roots require explicit mapping.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-007	09_training_and_runtime_lessons.md	A smoke passes and is promoted to a production or scientific conclusion	reusable_lesson	Painted-GT OpenSpec change and historical smoke/model-card outputs; current research units mark smoke evidence separately.	source_coverage.tsv#output:2ee56921bec7af398d60c9d2e09dc2c6712c930abedda2c6df3e92632a942ffa;source_coverage.tsv#progress:8cc693c955b721a0aa97d3e9920f559ad99b1c75c6cc32e38a749826d0919cde;source_coverage.tsv#progress:6da69c51d288777bd3715da594d0ffb752d9f66b4e9688b6f00b39fda72cde44	-	Smoke proves wiring only: config load, model setup, one forward/backward, artifact write, and parser/row binding. Promotion requires the declared gate, denominators, controls, and population scope.	Painted-GT OpenSpec change and historical smoke/model-card outputs; current research units mark smoke evidence separately.	Current smoke specs and research-unit contracts; no smoke-only architecture claim.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-008	09_training_and_runtime_lessons.md	Old Stage-2 `stage2_ab` knobs are copied into current experiments	reusable_lesson	`progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md`; current `docs/training/STAGE2_RUNBOOK.md`.	source_coverage.tsv#progress:68ea19c9df25f03f414a6c217671ceb5ad6159074265550655432ccff84e4de7;source_coverage.tsv#progress:4b3e70e4373e419f1530cc36f6c62cb503d69cd42233718677ac998b6570a41a;source_coverage.tsv#progress:1c29e9bef049595d40a649228b615941362b306cb977d1443050d0f31fdf1924	-	Translate historical findings onto the current `stage2_two_channel` owner. If no translation has been executed, mark the lesson historical and do not prescribe the old knob.	`progress/benchmarks/2026-02-01_stage2_channel_a_infer_eval.md`; current `docs/training/STAGE2_RUNBOOK.md`.	`docs/training/STAGE2_RUNBOOK.md`; stale-risk is high for removed/deprecated fields.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
TRAIN-009	09_training_and_runtime_lessons.md	Adapter/export identity is omitted because a checkpoint directory name looks self-explanatory	reusable_lesson	`progress/benchmarks/2026-04-21_mixed_objective_sota_checkpoint_probe.md` and Stage-1 benchmark rows.	source_coverage.tsv#progress:8cc693c955b721a0aa97d3e9920f559ad99b1c75c6cc32e38a749826d0919cde;source_coverage.tsv#progress:406d4df46f02b3f8e65639aa1c7dd8fc1f6cee1bb7504bef55440489b8132633;source_coverage.tsv#progress:6da69c51d288777bd3715da594d0ffb752d9f66b4e9688b6f00b39fda72cde44	-	Record base model, adapter vs merged export, token embedding delta, target modules, config hash, and exact checkpoint. A path alone is not evidence.	`progress/benchmarks/2026-04-21_mixed_objective_sota_checkpoint_probe.md` and Stage-1 benchmark rows.	Current training artifact contracts; legacy remote/output roots may be pruned.	Reapply the reusable guard in 09_training_and_runtime_lessons.md and verify it against the current owner before execution.
